,STATE_x,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,Percentage_of_People_Racialized_as_Black,Total_Population
1618,Missouri,29,2110,Sullivan,3.9,5999
1619,Missouri,29,2130,Taney,2.4,56066
1620,Missouri,29,2150,Texas,3.6,24487
1621,Missouri,29,2170,Vernon,1.2,19707
1622,Missouri,29,2190,Warren,3.4,35532
1623,Missouri,29,2210,Washington,3.1,23514
1624,Missouri,29,2230,Wayne,1.0,10974
1625,Missouri,29,2250,Webster,1.0,39085
1626,Missouri,29,2270,Worth,0.5,1973
1627,Missouri,29,2290,Wright,1.3,18188
1628,Montana,30,10,Beaverhead,0.8,9371
1629,Montana,30,30,Big Horn,0.6,13124
1630,Montana,30,50,Blaine,0.6,7044
1631,Montana,30,70,Broadwater,0.9,6774
1632,Montana,30,90,Carbon,0.4,10473
1633,Montana,30,110,Carter,0.6,1415
1634,Montana,30,130,Cascade,2.5,84414
1635,Montana,30,150,Chouteau,0.7,5895
1636,Montana,30,170,Custer,1.0,11867
1637,Montana,30,190,Daniels,0.8,1661
1638,Montana,30,210,Dawson,0.9,8940
1639,Montana,30,230,Deer Lodge,0.6,9421
1640,Montana,30,250,Fallon,0.8,3049
1641,Montana,30,270,Fergus,0.4,11446
1642,Montana,30,290,Flathead,0.7,104357
1643,Montana,30,310,Gallatin,1.0,118960
1644,Montana,30,330,Garfield,0.4,1173
1645,Montana,30,350,Glacier,0.9,13778
1646,Montana,30,370,Golden Valley,2.9,823
1647,Montana,30,390,Granite,0.9,3309
1648,Montana,30,410,Hill,1.1,16309
1649,Montana,30,430,Jefferson,0.6,12085
1650,Montana,30,450,Judith Basin,1.0,2023
1651,Montana,30,470,Lake,0.8,31134
1652,Montana,30,490,Lewis And Clark,1.0,70973
1653,Montana,30,510,Liberty,1.0,1959
1654,Montana,30,530,Lincoln,0.7,19677
1655,Montana,30,570,Madison,0.4,8623
1656,Montana,30,550,McCone,0.5,1729
1657,Montana,30,590,Meagher,1.9,1927
1658,Montana,30,610,Mineral,0.8,4535
1659,Montana,30,630,Missoula,1.4,117922
1660,Montana,30,650,Musselshell,0.6,4730
1661,Montana,30,670,Park,0.8,17191
1662,Montana,30,690,Petroleum,1.0,496
1663,Montana,30,710,Phillips,0.5,4217
1664,Montana,30,730,Pondera,0.6,5898
1665,Montana,30,750,Powder River,0.8,1694
1666,Montana,30,770,Powell,1.8,6946
1667,Montana,30,790,Prairie,0.7,1088
1668,Montana,30,810,Ravalli,0.6,44174
1669,Montana,30,830,Richland,1.1,11491
1670,Montana,30,850,Roosevelt,0.7,10794
1671,Montana,30,870,Rosebud,0.8,8329
1672,Montana,30,890,Sanders,0.6,12400
1673,Montana,30,910,Sheridan,0.8,3539
1674,Montana,30,930,Silver Bow,0.8,35133
1675,Montana,30,950,Stillwater,0.5,8963
1676,Montana,30,970,Sweet Grass,0.6,3678
1677,Montana,30,990,Teton,0.9,6226
1678,Montana,30,1010,Toole,1.0,4971
1679,Montana,30,1030,Treasure,2.0,762
1680,Montana,30,1050,Valley,0.8,7578
1681,Montana,30,1070,Wheatland,0.9,2069
1682,Montana,30,1090,Wibaux,1.1,937
1683,Montana,30,1110,Yellowstone,1.8,164731
1684,Montana,30,1130,Yellowstone National Park,,
1685,Nebraska,31,10,Adams,1.7,31205
1686,Nebraska,31,30,Antelope,0.9,6295
1687,Nebraska,31,50,Arthur,1.2,434
1688,Nebraska,31,70,Banner,0.3,674
1689,Nebraska,31,90,Blaine,1.4,431
1690,Nebraska,31,110,Boone,0.7,5379
1691,Nebraska,31,130,Box Butte,1.3,10842
1692,Nebraska,31,150,Boyd,0.4,1810
1693,Nebraska,31,170,Brown,0.6,2903
1694,Nebraska,31,190,Buffalo,2.0,50084
1695,Nebraska,31,210,Burt,1.0,6722
1696,Nebraska,31,230,Butler,0.8,8369
1697,Nebraska,31,250,Cass,1.0,26598
1698,Nebraska,31,270,Cedar,0.7,8380
1699,Nebraska,31,290,Chase,0.8,3893
1700,Nebraska,31,310,Cherry,0.8,5455
1701,Nebraska,31,330,Cheyenne,1.2,9468
1702,Nebraska,31,350,Clay,0.6,6104
1703,Nebraska,31,370,Colfax,3.8,10582
1704,Nebraska,31,390,Cuming,0.8,9013
1705,Nebraska,31,410,Custer,1.0,10545
1706,Nebraska,31,430,Dakota,8.4,21582
1707,Nebraska,31,450,Dawes,2.7,8199
1708,Nebraska,31,470,Dawson,5.5,24111
1709,Nebraska,31,490,Deuel,0.6,1838
1710,Nebraska,31,510,Dixon,1.0,5606
1711,Nebraska,31,530,Dodge,1.3,37167
1712,Nebraska,31,550,Douglas,13.2,584526
1713,Nebraska,31,570,Dundy,1.1,1654
1714,Nebraska,31,590,Fillmore,0.7,5551
1715,Nebraska,31,610,Franklin,0.4,2889
1716,Nebraska,31,630,Frontier,1.3,2519
1717,Nebraska,31,650,Furnas,1.1,4636
1718,Nebraska,31,670,Gage,1.4,21704
1719,Nebraska,31,690,Garden,1.2,1874
1720,Nebraska,31,710,Garfield,1.2,1813
1721,Nebraska,31,730,Gosper,0.5,1893
1722,Nebraska,31,750,Grant,2.0,611
1723,Nebraska,31,770,Greeley,0.6,2188
1724,Nebraska,31,790,Hall,3.9,62895
1725,Nebraska,31,810,Hamilton,0.7,9429
1726,Nebraska,31,830,Harlan,0.6,3073
1727,Nebraska,31,850,Hayes,1.1,856
1728,Nebraska,31,870,Hitchcock,0.3,2616
1729,Nebraska,31,890,Holt,0.9,10127
1730,Nebraska,31,910,Hooker,1.1,711
1731,Nebraska,31,930,Howard,0.7,6475
1732,Nebraska,31,950,Jefferson,0.8,7240
1733,Nebraska,31,970,Johnson,6.6,5290
1734,Nebraska,31,990,Kearney,0.5,6688
1735,Nebraska,31,1010,Keith,1.1,8335
1736,Nebraska,31,1030,Keya Paha,0.8,769
1737,Nebraska,31,1050,Kimball,1.1,3434
1738,Nebraska,31,1070,Knox,0.8,8391
1739,Nebraska,31,1090,Lancaster,6.2,322608
1740,Nebraska,31,1110,Lincoln,2.1,34676
1741,Nebraska,31,1130,Logan,0.4,716
1742,Nebraska,31,1150,Loup,1.3,607
1743,Nebraska,31,1190,Madison,2.0,35585
1744,Nebraska,31,1170,McPherson,0.8,399
1745,Nebraska,31,1210,Merrick,1.0,7668
1746,Nebraska,31,1230,Morrill,0.7,4555
1747,Nebraska,31,1250,Nance,0.9,3380
1748,Nebraska,31,1270,Nemaha,1.8,7074
1749,Nebraska,31,1290,Nuckolls,0.4,4095
1750,Nebraska,31,1310,Otoe,1.2,15912
1751,Nebraska,31,1330,Pawnee,0.6,2544
1752,Nebraska,31,1350,Perkins,1.0,2858
1753,Nebraska,31,1370,Phelps,0.9,8968
1754,Nebraska,31,1390,Pierce,0.8,7317
1755,Nebraska,31,1410,Platte,1.7,34296
1756,Nebraska,31,1430,Polk,0.8,5214
1757,Nebraska,31,1450,Red Willow,1.7,10702
1758,Nebraska,31,1470,Richardson,0.9,7871
1759,Nebraska,31,1490,Rock,1.1,1262
1760,Nebraska,31,1510,Saline,1.5,14292
1761,Nebraska,31,1530,Sarpy,5.9,190604
1762,Nebraska,31,1550,Saunders,1.0,22278
1763,Nebraska,31,1570,Scotts Bluff,1.4,36084
1764,Nebraska,31,1590,Seward,1.1,17609
1765,Nebraska,31,1610,Sheridan,0.8,5127
1766,Nebraska,31,1630,Sherman,1.3,2959
1767,Nebraska,31,1650,Sioux,0.9,1135
1768,Nebraska,31,1670,Stanton,1.4,5842
1769,Nebraska,31,1690,Thayer,0.6,5034
1770,Nebraska,31,1710,Thomas,0.9,669
1771,Nebraska,31,1730,Thurston,0.8,6773
1772,Nebraska,31,1750,Valley,0.6,4059
1773,Nebraska,31,1770,Washington,1.1,20865
1774,Nebraska,31,1790,Wayne,4.5,9697
1775,Nebraska,31,1810,Webster,0.9,3395
1776,Nebraska,31,1830,Wheeler,0.8,774
1777,Nebraska,31,1850,York,1.9,14125
1778,Nevada,32,510,Carson City,2.9,58639
1779,Nevada,32,10,Churchill,3.3,25516
1780,Nevada,32,30,Clark,15.3,2265461
1781,Nevada,32,50,Douglas,1.1,49488
1782,Nevada,32,70,Elko,1.7,53702
1783,Nevada,32,90,Esmeralda,1.9,729
1784,Nevada,32,110,Eureka,1.7,1855
1785,Nevada,32,130,Humboldt,1.5,17285
1786,Nevada,32,150,Lander,0.9,5734
1787,Nevada,32,170,Lincoln,4.1,4499
1788,Nevada,32,190,Lyon,2.1,59235
1789,Nevada,32,210,Mineral,5.5,4554
1790,Nevada,32,230,Nye,4.3,51591
1791,Nevada,32,250,Ormsby,,
1792,Nevada,32,270,Pershing,5.9,6650
1793,Nevada,32,290,Storey,1.5,4104
1794,Nevada,32,310,Washoe,3.9,486492
1795,Nevada,32,330,White Pine,5.5,9080
1796,New Hampshire,33,10,Belknap,1.2,63705
1797,New Hampshire,33,30,Carroll,0.7,50107
1798,New Hampshire,33,50,Cheshire,1.6,76458
1799,New Hampshire,33,70,Coos,2.2,31268
1800,New Hampshire,33,90,Grafton,1.7,91118
1801,New Hampshire,33,110,Hillsborough,3.9,422937
1802,New Hampshire,33,130,Merrimack,2.5,153808
1803,New Hampshire,33,150,Rockingham,1.5,314176
1804,New Hampshire,33,170,Strafford,2.3,130889
1805,New Hampshire,33,190,Sullivan,1.2,43063
1806,New Jersey,34,10,Atlantic,17.5,274534
1807,New Jersey,34,30,Bergen,7.5,955732
1808,New Jersey,34,50,Burlington,19.6,461860
1809,New Jersey,34,70,Camden,21.9,523485
1810,New Jersey,34,90,Cape May,5.1,95263
1811,New Jersey,34,110,Cumberland,21.6,154152
1812,New Jersey,34,130,Essex,42.2,863728
1813,New Jersey,34,150,Gloucester,13.0,302294
1814,New Jersey,34,170,Hudson,13.6,724854
1815,New Jersey,34,190,Hunterdon,3.2,128947
1816,New Jersey,34,210,Mercer,21.4,387340
1817,New Jersey,34,230,Middlesex,11.7,863162
1818,New Jersey,34,250,Monmouth,7.7,643615
1819,New Jersey,34,270,Morris,4.4,509285
1820,New Jersey,34,290,Ocean,4.0,637229
1821,New Jersey,34,310,Passaic,13.5,524118
1822,New Jersey,34,330,Salem,16.9,64837
1823,New Jersey,34,350,Somerset,10.7,345361
1824,New Jersey,34,370,Sussex,3.2,144221
1825,New Jersey,34,390,Union,22.9,575345
1826,New Jersey,34,410,Warren,7.0,109632
1827,New Mexico,35,10,Bernalillo,4.6,676444
1828,New Mexico,35,30,Catron,1.6,3579
1829,New Mexico,35,50,Chaves,2.7,65157
1830,New Mexico,35,60,Cibola,1.6,27172
1831,New Mexico,35,70,Colfax,0.9,12387
1832,New Mexico,35,90,Curry,8.0,48430
1833,New Mexico,35,110,De Baca,1.6,1698
1834,New Mexico,35,130,Dona Ana,2.8,219561
1835,New Mexico,35,150,Eddy,2.3,62314
1836,New Mexico,35,170,Grant,1.8,28185
1837,New Mexico,35,190,Guadalupe,2.4,4452
1838,New Mexico,35,210,Harding,1.7,657
1839,New Mexico,35,230,Hidalgo,1.4,4178
1840,New Mexico,35,250,Lea,4.7,74455
1841,New Mexico,35,270,Lincoln,1.2,20269
1842,New Mexico,35,280,Los Alamos,1.8,19419
1843,New Mexico,35,290,Luna,1.9,25427
1844,New Mexico,35,310,McKinley,1.1,72902
1845,New Mexico,35,330,Mora,1.6,4189
1846,New Mexico,35,350,Otero,5.5,67839
1847,New Mexico,35,370,Quay,1.9,8746
1848,New Mexico,35,390,Rio Arriba,1.1,40363
1849,New Mexico,35,410,Roosevelt,3.7,19191
1850,New Mexico,35,450,San Juan,1.3,121661
1851,New Mexico,35,470,San Miguel,1.7,27201
1852,New Mexico,35,430,Sandoval,3.4,148834
1853,New Mexico,35,490,Santa Fe,1.6,154823
1854,New Mexico,35,510,Sierra,1.2,11576
1855,New Mexico,35,530,Socorro,2.1,16595
1856,New Mexico,35,550,Taos,1.2,34489
1857,New Mexico,35,570,Torrance,1.7,15045
1858,New Mexico,35,590,Union,2.9,4079
1859,New Mexico,35,610,Valencia,2.1,76205
1860,New York,36,10,Albany,16.4,314848
1861,New York,36,30,Allegany,2.5,46456
1862,New York,36,50,Bronx,39.4,1472654
1863,New York,36,70,Broome,8.8,198683
1864,New York,36,90,Cattaraugus,2.5,77042
1865,New York,36,110,Cayuga,5.7,76248
1866,New York,36,130,Chautauqua,4.4,127657
1867,New York,36,150,Chemung,9.1,84148
1868,New York,36,170,Chenango,1.7,47220
1869,New York,36,190,Clinton,5.0,79843
1870,New York,36,210,Columbia,5.9,61570
1871,New York,36,230,Cortland,3.2,46809
1872,New York,36,250,Delaware,3.4,44308
1873,New York,36,270,Dutchess,13.3,295911
1874,New York,36,290,Erie,15.9,954236
1875,New York,36,310,Essex,2.5,37381
1876,New York,36,330,Franklin,4.4,47555
1877,New York,36,350,Fulton,3.2,53324
1878,New York,36,370,Genesee,4.0,58388
1879,New York,36,390,Greene,6.7,47931
1880,New York,36,410,Hamilton,1.6,5107
1881,New York,36,430,Herkimer,2.4,60139
1882,New York,36,450,Jefferson,7.8,116721
1883,New York,36,470,Kings,31.9,2736074
1884,New York,36,490,Lewis,0.9,26582
1885,New York,36,510,Livingston,2.9,61834
1886,New York,36,530,Madison,2.6,68016
1887,New York,36,550,Monroe,18.1,759443
1888,New York,36,570,Montgomery,4.4,49532
1889,New York,36,590,Nassau,12.6,1395774
1890,New York,36,610,New York,16.8,1694251
1891,New York,36,630,Niagara,10.1,212666
1892,New York,36,650,Oneida,8.9,232125
1893,New York,36,670,Onondaga,14.5,476516
1894,New York,36,690,Ontario,3.8,112458
1895,New York,36,710,Orange,14.1,401310
1896,New York,36,730,Orleans,6.6,40343
1897,New York,36,750,Oswego,2.3,117525
1898,New York,36,770,Otsego,3.2,58524
1899,New York,36,790,Putnam,4.2,97668
1900,New York,36,810,Queens,19.6,2405464
1901,New York,36,830,Rensselaer,10.5,161130
1902,New York,36,850,Richmond,12.5,495747
1903,New York,36,870,Rockland,12.1,338329
1904,New York,36,910,Saratoga,2.8,235509
1905,New York,36,930,Schenectady,14.5,158061
1906,New York,36,950,Schoharie,1.8,29714
1907,New York,36,970,Schuyler,1.3,17898
1908,New York,36,990,Seneca,5.5,33814
1909,New York,36,890,St Lawrence,3.6,108505
1910,New York,36,1010,Steuben,2.6,93584
1911,New York,36,1030,Suffolk,9.2,1525920
1912,New York,36,1050,Sullivan,11.2,78624
1913,New York,36,1070,Tioga,1.8,48455
1914,New York,36,1090,Tompkins,6.4,105740
1915,New York,36,1110,Ulster,8.4,181851
1916,New York,36,1130,Warren,2.2,65737
1917,New York,36,1150,Washington,3.6,61302
1918,New York,36,1170,Wayne,4.6,91283
1919,New York,36,1190,Westchester,16.5,1004457
1920,New York,36,1210,Wyoming,5.5,40531
1921,New York,36,1230,Yates,1.3,24774
1922,North Carolina,37,10,Alamance,22.0,171415
1923,North Carolina,37,30,Alexander,6.4,36444
1924,North Carolina,37,50,Alleghany,1.7,10888
1925,North Carolina,37,70,Anson,46.4,22055
1926,North Carolina,37,90,Ashe,1.0,26577
1927,North Carolina,37,110,Avery,4.2,17806
1928,North Carolina,37,130,Beaufort,24.5,44652
1929,North Carolina,37,150,Bertie,61.5,17934
1930,North Carolina,37,170,Bladen,33.9,29606
1931,North Carolina,37,190,Brunswick,9.6,136693
1932,North Carolina,37,210,Buncombe,7.1,269452
1933,North Carolina,37,230,Burke,6.8,87570
1934,North Carolina,37,250,Cabarrus,21.2,225804
1935,North Carolina,37,270,Caldwell,6.4,80652
1936,North Carolina,37,290,Camden,11.9,10355
1937,North Carolina,37,310,Carteret,6.0,67686
1938,North Carolina,37,330,Caswell,31.6,22736
1939,North Carolina,37,350,Catawba,9.8,160610
1940,North Carolina,37,370,Chatham,11.9,76285
1941,North Carolina,37,390,Cherokee,2.2,28774
1942,North Carolina,37,410,Chowan,33.6,13708
1943,North Carolina,37,430,Clay,1.3,11089
1944,North Carolina,37,450,Cleveland,22.1,99519
1945,North Carolina,37,470,Columbus,30.6,50623
1946,North Carolina,37,490,Craven,22.3,100720
1947,North Carolina,37,510,Cumberland,42.5,334728
1948,North Carolina,37,530,Currituck,6.5,28100
1949,North Carolina,37,550,Dare,2.8,36915
1950,North Carolina,37,570,Davidson,10.9,168930
1951,North Carolina,37,590,Davie,7.1,42712
1952,North Carolina,37,610,Duplin,25.2,48715
1953,North Carolina,37,630,Durham,36.3,324833
1954,North Carolina,37,650,Edgecombe,57.8,48900
1955,North Carolina,37,670,Forsyth,27.1,382590
1956,North Carolina,37,690,Franklin,25.2,68573
1957,North Carolina,37,710,Gaston,19.5,227943
1958,North Carolina,37,730,Gates,31.2,10478
1959,North Carolina,37,750,Graham,1.5,8030
1960,North Carolina,37,770,Granville,32.1,60992
1961,North Carolina,37,790,Greene,36.8,20451
1962,North Carolina,37,810,Guilford,36.0,541299
1963,North Carolina,37,830,Halifax,53.0,48622
1964,North Carolina,37,850,Harnett,23.3,133568
1965,North Carolina,37,870,Haywood,1.8,62089
1966,North Carolina,37,890,Henderson,4.0,116281
1967,North Carolina,37,910,Hertford,59.3,21552
1968,North Carolina,37,930,Hoke,36.4,52082
1969,North Carolina,37,950,Hyde,27.6,4589
1970,North Carolina,37,970,Iredell,13.2,186693
1971,North Carolina,37,990,Jackson,3.0,43109
1972,North Carolina,37,1010,Johnston,17.6,215999
1973,North Carolina,37,1030,Jones,29.9,9172
1974,North Carolina,37,1050,Lee,19.2,63285
1975,North Carolina,37,1070,Lenoir,42.0,55122
1976,North Carolina,37,1090,Lincoln,6.3,86810
1977,North Carolina,37,1130,Macon,1.5,37014
1978,North Carolina,37,1150,Madison,1.7,21193
1979,North Carolina,37,1170,Martin,42.1,22031
1980,North Carolina,37,1110,McDowell,4.9,44578
1981,North Carolina,37,1190,Mecklenburg,31.9,1115482
1982,North Carolina,37,1210,Mitchell,1.0,14903
1983,North Carolina,37,1230,Montgomery,17.7,25751
1984,North Carolina,37,1250,Moore,12.2,99727
1985,North Carolina,37,1270,Nash,40.7,94970
1986,North Carolina,37,1290,New Hanover,13.7,225702
1987,North Carolina,37,1310,Northampton,57.2,17471
1988,North Carolina,37,1330,Onslow,16.9,204576
1989,North Carolina,37,1350,Orange,12.3,148696
1990,North Carolina,37,1370,Pamlico,18.7,12276
1991,North Carolina,37,1390,Pasquotank,37.9,40568
1992,North Carolina,37,1410,Pender,13.9,60203
1993,North Carolina,37,1430,Perquimans,22.6,13005
1994,North Carolina,37,1450,Person,27.2,39097
1995,North Carolina,37,1470,Pitt,37.8,170243
1996,North Carolina,37,1490,Polk,4.5,19328
1997,North Carolina,37,1510,Randolph,7.4,144171
1998,North Carolina,37,1530,Richmond,32.0,42946
1999,North Carolina,37,1550,Robeson,24.7,116530
2000,North Carolina,37,1570,Rockingham,20.2,91096
2001,North Carolina,37,1590,Rowan,17.2,146875
2002,North Carolina,37,1610,Rutherford,11.0,64444
2003,North Carolina,37,1630,Sampson,25.6,59036
2004,North Carolina,37,1650,Scotland,40.5,34174
2005,North Carolina,37,1670,Stanly,12.8,62504
2006,North Carolina,37,1690,Stokes,4.6,44520
2007,North Carolina,37,1710,Surry,4.5,71359
2008,North Carolina,37,1730,Swain,1.8,14117
2009,North Carolina,37,1750,Transylvania,4.4,32986
2010,North Carolina,37,1770,Tyrrell,31.0,3245
2011,North Carolina,37,1790,Union,12.9,238267
2012,North Carolina,37,1810,Vance,51.7,42578
2013,North Carolina,37,1830,Wake,20.4,1129410
2014,North Carolina,37,1850,Warren,51.1,18642
2015,North Carolina,37,1870,Washington,50.4,11003
2016,North Carolina,37,1890,Watauga,4.9,54086
2017,North Carolina,37,1910,Wayne,32.8,117333
2018,North Carolina,37,1930,Wilkes,5.1,65969
2019,North Carolina,37,1950,Wilson,40.2,78784
2020,North Carolina,37,1970,Yadkin,3.8,37214
2021,North Carolina,37,1990,Yancey,1.2,18470
2022,North Dakota,38,10,Adams,1.2,2200
2023,North Dakota,38,30,Barnes,2.3,10853
2024,North Dakota,38,50,Benson,0.4,5964
2025,North Dakota,38,70,Billings,1.0,945
2026,North Dakota,38,90,Bottineau,1.1,6379
2027,North Dakota,38,110,Bowman,0.5,2993
2028,North Dakota,38,130,Burke,0.9,2201
2029,North Dakota,38,150,Burleigh,3.1,98458
2030,North Dakota,38,170,Cass,8.2,184525
2031,North Dakota,38,190,Cavalier,0.7,3704
2032,North Dakota,38,210,Dickey,1.3,4999
2033,North Dakota,38,230,Divide,1.9,2195
2034,North Dakota,38,250,Dunn,2.3,4095
2035,North Dakota,38,270,Eddy,1.7,2347
2036,North Dakota,38,290,Emmons,0.7,3301
2037,North Dakota,38,310,Foster,1.1,3397
2038,North Dakota,38,330,Golden Valley,1.0,1736
2039,North Dakota,38,350,Grand Forks,5.5,73170
2040,North Dakota,38,370,Grant,1.1,2301
2041,North Dakota,38,390,Griggs,0.9,2306
2042,North Dakota,38,410,Hettinger,0.7,2489
2043,North Dakota,38,430,Kidder,0.8,2394
2044,North Dakota,38,450,LaMoure,0.7,4093
2045,North Dakota,38,470,Logan,0.8,1876
2046,North Dakota,38,490,McHenry,0.9,5345
2047,North Dakota,38,510,McIntosh,0.9,2530
2048,North Dakota,38,530,McKenzie,2.2,14704
2049,North Dakota,38,550,McLean,1.3,9771
2050,North Dakota,38,570,Mercer,0.9,8350
2051,North Dakota,38,590,Morton,2.2,33291
2052,North Dakota,38,610,Mountrail,2.2,9809
2053,North Dakota,38,630,Nelson,0.8,3015
2054,North Dakota,38,650,Oliver,0.6,1877
2055,North Dakota,38,670,Pembina,0.9,6844
2056,North Dakota,38,690,Pierce,1.6,3990
2057,North Dakota,38,710,Ramsey,1.2,11605
2058,North Dakota,38,730,Ransom,1.4,5703
2059,North Dakota,38,750,Renville,1.4,2282
2060,North Dakota,38,770,Richland,1.6,16529
2061,North Dakota,38,790,Rolette,0.5,12187
2062,North Dakota,38,810,Sargent,1.8,3862
2063,North Dakota,38,830,Sheridan,1.5,1265
2064,North Dakota,38,850,Sioux,0.5,3898
2065,North Dakota,38,870,Slope,1.4,706
2066,North Dakota,38,890,Stark,3.9,33646
2067,North Dakota,38,910,Steele,0.7,1798
2068,North Dakota,38,930,Stutsman,2.8,21593
2069,North Dakota,38,950,Towner,0.9,2162
2070,North Dakota,38,970,Traill,1.2,7997
2071,North Dakota,38,990,Walsh,1.3,10563
2072,North Dakota,38,1010,Ward,6.2,69919
2073,North Dakota,38,1030,Wells,1.3,3982
2074,North Dakota,38,1050,Williams,6.1,40950
2075,Ohio,39,10,Adams,0.8,27477
2076,Ohio,39,30,Allen,15.3,102206
2077,Ohio,39,50,Ashland,1.5,52447
2078,Ohio,39,70,Ashtabula,5.4,97574
2079,Ohio,39,90,Athens,6.0,62431
2080,Ohio,39,110,Auglaize,1.3,46422
2081,Ohio,39,130,Belmont,4.5,66497
2082,Ohio,39,150,Brown,1.4,43676
2083,Ohio,39,170,Butler,10.9,390357
2084,Ohio,39,190,Carroll,1.0,26721
2085,Ohio,39,210,Champaign,3.4,38714
2086,Ohio,39,230,Clark,11.6,136001
2087,Ohio,39,250,Clermont,2.6,208601
2088,Ohio,39,270,Clinton,3.5,42018
2089,Ohio,39,290,Columbiana,3.1,101877
2090,Ohio,39,310,Coshocton,2.1,36612
2091,Ohio,39,330,Crawford,1.7,42025
2092,Ohio,39,350,Cuyahoga,31.5,1264817
2093,Ohio,39,370,Darke,1.3,51881
2094,Ohio,39,390,Defiance,2.9,38286
2095,Ohio,39,410,Delaware,4.9,214124
2096,Ohio,39,430,Erie,11.9,75622
2097,Ohio,39,450,Fairfield,10.2,158921
2098,Ohio,39,470,Fayette,3.7,28951
2099,Ohio,39,490,Franklin,25.5,1323807
2100,Ohio,39,510,Fulton,1.4,42713
2101,Ohio,39,530,Gallia,3.4,29220
2102,Ohio,39,550,Geauga,1.6,95397
2103,Ohio,39,570,Greene,8.8,167966
2104,Ohio,39,590,Guernsey,2.5,38438
2105,Ohio,39,610,Hamilton,27.4,830639
2106,Ohio,39,630,Hancock,3.2,74920
2107,Ohio,39,650,Hardin,1.8,30696
2108,Ohio,39,670,Harrison,3.0,14483
2109,Ohio,39,690,Henry,1.1,27662
2110,Ohio,39,710,Highland,2.3,43317
2111,Ohio,39,730,Hocking,1.3,28050
2112,Ohio,39,750,Holmes,0.7,44223
2113,Ohio,39,770,Huron,2.2,58565
2114,Ohio,39,790,Jackson,1.3,32653
2115,Ohio,39,810,Jefferson,7.5,65249
2116,Ohio,39,830,Knox,1.8,62721
2117,Ohio,39,850,Lake,6.1,232603
2118,Ohio,39,870,Lawrence,3.2,58240
2119,Ohio,39,890,Licking,5.6,178519
2120,Ohio,39,910,Logan,3.1,46150
2121,Ohio,39,930,Lorain,10.4,312964
2122,Ohio,39,950,Lucas,22.7,431279
2123,Ohio,39,970,Madison,7.5,43824
2124,Ohio,39,990,Mahoning,17.3,228614
2125,Ohio,39,1010,Marion,8.0,65359
2126,Ohio,39,1030,Medina,2.1,182470
2127,Ohio,39,1050,Meigs,1.2,22210
2128,Ohio,39,1070,Mercer,1.0,42528
2129,Ohio,39,1090,Miami,4.1,108774
2130,Ohio,39,1110,Monroe,0.4,13385
2131,Ohio,39,1130,Montgomery,23.6,537309
2132,Ohio,39,1150,Morgan,5.8,13802
2133,Ohio,39,1170,Morrow,1.1,34950
2134,Ohio,39,1190,Muskingum,6.3,86410
2135,Ohio,39,1210,Noble,5.8,14115
2136,Ohio,39,1230,Ottawa,1.6,40364
2137,Ohio,39,1250,Paulding,1.6,18806
2138,Ohio,39,1270,Perry,0.8,35408
2139,Ohio,39,1290,Pickaway,4.8,58539
2140,Ohio,39,1310,Pike,1.7,27088
2141,Ohio,39,1330,Portage,6.4,161791
2142,Ohio,39,1350,Preble,1.2,40999
2143,Ohio,39,1370,Putnam,0.9,34451
2144,Ohio,39,1390,Richland,11.0,124936
2145,Ohio,39,1410,Ross,7.1,77093
2146,Ohio,39,1430,Sandusky,5.3,58896
2147,Ohio,39,1450,Scioto,3.9,74008
2148,Ohio,39,1470,Seneca,4.2,55069
2149,Ohio,39,1490,Shelby,3.4,48230
2150,Ohio,39,1510,Stark,10.2,374853
2151,Ohio,39,1530,Summit,16.8,540428
2152,Ohio,39,1550,Trumbull,10.3,201977
2153,Ohio,39,1570,Tuscarawas,1.6,93263
2154,Ohio,39,1590,Union,3.1,62784
2155,Ohio,39,1610,Van Wert,2.0,28931
2156,Ohio,39,1630,Vinton,1.0,12800
2157,Ohio,39,1650,Warren,4.5,242337
2158,Ohio,39,1670,Washington,2.2,59771
2159,Ohio,39,1690,Wayne,2.6,116894
2160,Ohio,39,1710,Williams,1.4,37102
2161,Ohio,39,1730,Wood,3.6,132248
2162,Ohio,39,1750,Wyandot,0.9,21900
2163,Oklahoma,40,10,Adair,0.8,19495
2164,Oklahoma,40,30,Alfalfa,5.3,5699
2165,Oklahoma,40,50,Atoka,5.5,14143
2166,Oklahoma,40,70,Beaver,0.7,5049
2167,Oklahoma,40,90,Beckham,6.4,22410
2168,Oklahoma,40,110,Blaine,5.4,8735
2169,Oklahoma,40,130,Bryan,3.4,46067
2170,Oklahoma,40,150,Caddo,4.3,26945
2171,Oklahoma,40,170,Canadian,5.5,154405
2172,Oklahoma,40,190,Carter,8.9,48003
2173,Oklahoma,40,210,Cherokee,2.6,47078
2174,Oklahoma,40,230,Choctaw,13.0,14204
2175,Oklahoma,40,250,Cimarron,0.6,2296
2176,Oklahoma,40,270,Cleveland,7.5,295528
2177,Oklahoma,40,290,Coal,2.0,5266
2178,Oklahoma,40,310,Comanche,20.7,121125
2179,Oklahoma,40,330,Cotton,3.0,5527
2180,Oklahoma,40,350,Craig,4.8,14107
2181,Oklahoma,40,370,Creek,3.8,71754
2182,Oklahoma,40,390,Custer,4.3,28513
2183,Oklahoma,40,410,Delaware,1.2,40397
