,STATE_x,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,Percentage_of_People_Racialized_as_Black,Total_Population
2714,Texas,48,1530,Floyd,3.8,5402
2715,Texas,48,1550,Foard,3.0,1095
2716,Texas,48,1570,Fort Bend,22.3,822779
2717,Texas,48,1590,Franklin,5.2,10359
2718,Texas,48,1610,Freestone,15.6,19435
2719,Texas,48,1630,Frio,4.2,18385
2720,Texas,48,1650,Gaines,1.6,21598
2721,Texas,48,1670,Galveston,14.0,350682
2722,Texas,48,1690,Garza,6.6,5816
2723,Texas,48,1710,Gillespie,0.9,26725
2724,Texas,48,1730,Glasscock,2.4,1116
2725,Texas,48,1750,Goliad,5.0,7012
2726,Texas,48,1770,Gonzales,7.1,19653
2727,Texas,48,1790,Gray,4.9,21227
2728,Texas,48,1810,Grayson,7.3,135543
2729,Texas,48,1830,Gregg,22.1,124239
2730,Texas,48,1850,Grimes,14.4,29268
2731,Texas,48,1870,Guadalupe,9.3,172706
2732,Texas,48,1890,Hale,5.6,32522
2733,Texas,48,1910,Hall,8.4,2825
2734,Texas,48,1930,Hamilton,0.8,8222
2735,Texas,48,1950,Hansford,0.8,5285
2736,Texas,48,1970,Hardeman,5.5,3549
2737,Texas,48,1990,Hardin,6.3,56231
2738,Texas,48,2010,Harris,20.7,4731145
2739,Texas,48,2030,Harrison,21.1,68839
2740,Texas,48,2050,Hartley,4.6,5382
2741,Texas,48,2070,Haskell,4.9,5416
2742,Texas,48,2090,Hays,5.4,241067
2743,Texas,48,2110,Hemphill,0.9,3382
2744,Texas,48,2130,Henderson,6.9,82150
2745,Texas,48,2150,Hidalgo,0.8,870781
2746,Texas,48,2170,Hill,7.0,35874
2747,Texas,48,2190,Hockley,3.7,21537
2748,Texas,48,2210,Hood,1.5,61598
2749,Texas,48,2230,Hopkins,7.7,36787
2750,Texas,48,2250,Houston,24.8,22066
2751,Texas,48,2270,Howard,6.1,34860
2752,Texas,48,2290,Hudspeth,0.9,3202
2753,Texas,48,2310,Hunt,9.4,99956
2754,Texas,48,2330,Hutchinson,3.7,20617
2755,Texas,48,2350,Irion,2.0,1513
2756,Texas,48,2370,Jack,4.1,8472
2757,Texas,48,2390,Jackson,7.9,14988
2758,Texas,48,2410,Jasper,18.0,32980
2759,Texas,48,2430,Jeff Davis,1.4,1996
2760,Texas,48,2450,Jefferson,34.5,256526
2761,Texas,48,2470,Jim Hogg,0.2,4838
2762,Texas,48,2490,Jim Wells,1.1,38891
2763,Texas,48,2510,Johnson,4.9,179927
2764,Texas,48,2530,Jones,11.1,19663
2765,Texas,48,2550,Karnes,8.6,14710
2766,Texas,48,2570,Kaufman,16.8,145310
2767,Texas,48,2590,Kendall,1.4,44279
2768,Texas,48,2610,Kenedy,3.4,350
2769,Texas,48,2630,Kent,1.5,753
2770,Texas,48,2650,Kerr,2.1,52598
2771,Texas,48,2670,Kimble,0.9,4286
2772,Texas,48,2690,King,3.0,265
2773,Texas,48,2710,Kinney,2.1,3129
2774,Texas,48,2730,Kleberg,4.4,31040
2775,Texas,48,2750,Knox,6.3,3353
2776,Texas,48,2830,La Salle,3.9,6664
2777,Texas,48,2770,Lamar,14.6,50088
2778,Texas,48,2790,Lamb,4.2,13045
2779,Texas,48,2810,Lampasas,5.0,21627
2780,Texas,48,2850,Lavaca,7.4,20337
2781,Texas,48,2870,Lee,11.1,17478
2782,Texas,48,2890,Leon,6.7,15719
2783,Texas,48,2910,Liberty,8.8,91628
2784,Texas,48,2930,Limestone,18.6,22146
2785,Texas,48,2950,Lipscomb,0.7,3059
2786,Texas,48,2970,Live Oak,2.4,11335
2787,Texas,48,2990,Llano,1.1,21243
2788,Texas,48,3010,Loving,4.7,64
2789,Texas,48,3030,Lubbock,10.0,310639
2790,Texas,48,3050,Lynn,2.7,5596
2791,Texas,48,3130,Madison,20.2,13455
2792,Texas,48,3150,Marion,20.8,9725
2793,Texas,48,3170,Martin,2.4,5237
2794,Texas,48,3190,Mason,1.0,3953
2795,Texas,48,3210,Matagorda,11.9,36255
2796,Texas,48,3230,Maverick,0.5,57887
2797,Texas,48,3070,McCulloch,2.6,7630
2798,Texas,48,3090,McLennan,16.0,260579
2799,Texas,48,3110,McMullen,2.8,600
2800,Texas,48,3250,Medina,3.5,50748
2801,Texas,48,3270,Menard,1.7,1962
2802,Texas,48,3290,Midland,7.5,169983
2803,Texas,48,3310,Milam,10.2,24754
2804,Texas,48,3330,Mills,1.2,4456
2805,Texas,48,3350,Mitchell,11.9,8990
2806,Texas,48,3370,Montague,1.0,19965
2807,Texas,48,3390,Montgomery,6.9,620443
2808,Texas,48,3410,Moore,3.9,21358
2809,Texas,48,3430,Morris,22.6,11973
2810,Texas,48,3450,Motley,1.7,1063
2811,Texas,48,3470,Nacogdoches,18.0,64653
2812,Texas,48,3490,Navarro,13.8,52624
2813,Texas,48,3510,Newton,18.4,12217
2814,Texas,48,3530,Nolan,6.5,14738
2815,Texas,48,3550,Nueces,5.0,353178
2816,Texas,48,3570,Ochiltree,0.7,10015
2817,Texas,48,3590,Oldham,4.4,1758
2818,Texas,48,3610,Orange,10.5,84808
2819,Texas,48,3630,Palo Pinto,3.0,28409
2820,Texas,48,3650,Panola,15.6,22491
2821,Texas,48,3670,Parker,2.0,148222
2822,Texas,48,3690,Parmer,1.4,9869
2823,Texas,48,3710,Pecos,4.1,15193
2824,Texas,48,3730,Polk,10.8,50123
2825,Texas,48,3750,Potter,12.2,118525
2826,Texas,48,3770,Presidio,0.8,6131
2827,Texas,48,3790,Rains,3.0,12164
2828,Texas,48,3810,Randall,4.7,140753
2829,Texas,48,3830,Reagan,2.3,3385
2830,Texas,48,3850,Real,1.8,2758
2831,Texas,48,3870,Red River,16.4,11587
2832,Texas,48,3890,Reeves,2.3,14748
2833,Texas,48,3910,Refugio,7.9,6741
2834,Texas,48,3930,Roberts,2.5,827
2835,Texas,48,3950,Robertson,20.2,16757
2836,Texas,48,3970,Rockwall,9.1,107819
2837,Texas,48,3990,Runnels,2.5,9900
2838,Texas,48,4010,Rusk,17.3,52214
2839,Texas,48,4030,Sabine,8.6,9894
2840,Texas,48,4050,San Augustine,24.0,7918
2841,Texas,48,4070,San Jacinto,8.8,27402
2842,Texas,48,4090,San Patricio,2.5,68755
2843,Texas,48,4110,San Saba,2.6,5730
2844,Texas,48,4130,Schleicher,1.8,2451
2845,Texas,48,4150,Scurry,4.8,16932
2846,Texas,48,4170,Shackelford,1.5,3105
2847,Texas,48,4190,Shelby,17.0,24022
2848,Texas,48,4210,Sherman,2.2,2782
2849,Texas,48,4230,Smith,17.9,233479
2850,Texas,48,4250,Somervell,1.2,9205
2851,Texas,48,4270,Starr,0.2,65920
2852,Texas,48,4290,Stephens,3.6,9101
2853,Texas,48,4310,Sterling,1.6,1372
2854,Texas,48,4330,Stonewall,3.3,1245
2855,Texas,48,4350,Sutton,0.9,3372
2856,Texas,48,4370,Swisher,7.5,6971
2857,Texas,48,4390,Tarrant,19.2,2110640
2858,Texas,48,4410,Taylor,10.2,143208
2859,Texas,48,4430,Terrell,2.9,760
2860,Texas,48,4450,Terry,4.6,11831
2861,Texas,48,4470,Throckmorton,1.2,1440
2862,Texas,48,4490,Titus,10.7,31247
2863,Texas,48,4510,Tom Green,5.1,120003
2864,Texas,48,4530,Travis,9.3,1290188
2865,Texas,48,4550,Trinity,9.3,13602
2866,Texas,48,4570,Tyler,11.5,19798
2867,Texas,48,4590,Upshur,8.8,40892
2868,Texas,48,4610,Upton,3.6,3308
2869,Texas,48,4630,Uvalde,1.1,24564
2870,Texas,48,4650,Val Verde,2.0,47586
2871,Texas,48,4670,Van Zandt,3.4,59541
2872,Texas,48,4690,Victoria,7.5,91319
2873,Texas,48,4710,Walker,22.7,76400
2874,Texas,48,4730,Waller,22.6,56794
2875,Texas,48,4750,Ward,5.7,11644
2876,Texas,48,4770,Washington,16.9,35805
2877,Texas,48,4790,Webb,0.6,267114
2878,Texas,48,4810,Wharton,14.5,41570
2879,Texas,48,4830,Wheeler,2.7,4990
2880,Texas,48,4850,Wichita,12.8,129350
2881,Texas,48,4870,Wilbarger,9.8,12887
2882,Texas,48,4890,Willacy,2.8,20164
2883,Texas,48,4910,Williamson,8.4,609017
2884,Texas,48,4930,Wilson,2.2,49753
2885,Texas,48,4950,Winkler,2.7,7791
2886,Texas,48,4970,Wise,1.8,68632
2887,Texas,48,4990,Wood,4.7,44843
2888,Texas,48,5010,Yoakum,1.4,7694
2889,Texas,48,5030,Young,1.8,17867
2890,Texas,48,5050,Zapata,0.3,13889
2891,Texas,48,5070,Zavala,1.4,9670
2892,Utah,49,10,Beaver,0.9,7072
2893,Utah,49,30,Box Elder,0.8,57666
2894,Utah,49,50,Cache,1.4,133154
2895,Utah,49,70,Carbon,0.8,20412
2896,Utah,49,90,Daggett,1.0,935
2897,Utah,49,110,Davis,2.1,362679
2898,Utah,49,130,Duchesne,0.4,19596
2899,Utah,49,150,Emery,0.3,9825
2900,Utah,49,170,Garfield,0.9,5083
2901,Utah,49,190,Grand,1.4,9669
2902,Utah,49,210,Iron,1.3,57289
2903,Utah,49,230,Juab,0.4,11786
2904,Utah,49,250,Kane,0.9,7667
2905,Utah,49,270,Millard,0.6,12975
2906,Utah,49,290,Morgan,0.6,12295
2907,Utah,49,310,Piute,0.6,1438
2908,Utah,49,330,Rich,1.1,2510
2909,Utah,49,350,Salt Lake,2.9,1185238
2910,Utah,49,370,San Juan,0.8,14518
2911,Utah,49,390,Sanpete,1.2,28437
2912,Utah,49,410,Sevier,0.7,21522
2913,Utah,49,430,Summit,0.9,42357
2914,Utah,49,450,Tooele,1.4,72698
2915,Utah,49,470,Uintah,0.9,35620
2916,Utah,49,490,Utah,1.4,659399
2917,Utah,49,510,Wasatch,1.0,34788
2918,Utah,49,530,Washington,1.2,180279
2919,Utah,49,550,Wayne,1.1,2486
2920,Utah,49,570,Weber,2.5,262223
2921,Vermont,50,10,Addison,1.6,37363
2922,Vermont,50,30,Bennington,2.0,37347
2923,Vermont,50,50,Caledonia,1.4,30233
2924,Vermont,50,70,Chittenden,4.0,168323
2925,Vermont,50,90,Essex,0.7,5920
2926,Vermont,50,110,Franklin,1.3,49946
2927,Vermont,50,130,Grand Isle,1.2,7293
2928,Vermont,50,150,Lamoille,1.9,25945
2929,Vermont,50,170,Orange,1.1,29277
2930,Vermont,50,190,Orleans,1.2,27393
2931,Vermont,50,210,Rutland,1.6,60572
2932,Vermont,50,230,Washington,1.9,59807
2933,Vermont,50,250,Windham,2.3,45905
2934,Vermont,50,270,Windsor,1.6,57753
2935,Virginia,51,10,Accomack,27.6,33413
2936,Virginia,51,30,Albemarle,10.6,112395
2937,Virginia,51,5100,Alexandria city,22.2,159467
2938,Virginia,51,50,Alleghany,5.8,15223
2939,Virginia,51,70,Amelia,21.0,13265
2940,Virginia,51,90,Amherst,20.0,31307
2941,Virginia,51,110,Appomattox,19.8,16119
2942,Virginia,51,130,Arlington,10.4,238643
2943,Virginia,51,150,Augusta,5.2,77487
2944,Virginia,51,170,Bath,4.3,4209
2945,Virginia,51,190,Bedford,7.5,79462
2947,Virginia,51,5150,Bedford City,,
2948,Virginia,51,210,Bland,3.7,6270
2949,Virginia,51,230,Botetourt,3.6,33596
2950,Virginia,51,5200,Bristol City,8.6,17219
2951,Virginia,51,250,Brunswick,55.9,15849
2952,Virginia,51,270,Buchanan,3.4,20355
2953,Virginia,51,290,Buckingham,34.3,16824
2954,Virginia,51,5300,Buena Vista City,6.3,6641
2955,Virginia,51,310,Campbell,16.0,55696
2956,Virginia,51,330,Caroline,28.6,30887
2957,Virginia,51,350,Carroll,1.2,29155
2958,Virginia,51,360,Charles City,44.3,6773
2959,Virginia,51,370,Charlotte,29.0,11529
2960,Virginia,51,5400,Charlottesville City,17.4,46553
2961,Virginia,51,5500,Chesapeake City,31.7,249422
2962,Virginia,51,410,Chesterfield,25.2,364548
2963,Virginia,51,430,Clarke,5.2,14783
2964,Virginia,51,5600,Clifton Forge City,,
2965,Virginia,51,5700,Colonial Heights City,18.6,18170
2966,Virginia,51,5800,Covington City,15.1,5737
2967,Virginia,51,450,Craig,0.7,4892
2968,Virginia,51,470,Culpeper,15.2,52552
2969,Virginia,51,490,Cumberland,31.5,9675
2970,Virginia,51,5900,Danville City,53.4,42590
2971,Virginia,51,510,Dickenson,0.8,14124
2972,Virginia,51,530,Dinwiddie,31.2,27947
2973,Virginia,51,550,Elizabeth City,,
2974,Virginia,51,5950,Emporia City,66.0,5766
2975,Virginia,51,570,Essex,38.3,10599
2976,Virginia,51,590,Fairfax,11.3,1150309
2977,Virginia,51,6000,Fairfax City,6.0,24146
2978,Virginia,51,6100,Falls Church City,5.6,14658
2979,Virginia,51,610,Fauquier,9.0,72972
2980,Virginia,51,630,Floyd,2.5,15476
2981,Virginia,51,650,Fluvanna,16.1,27249
2982,Virginia,51,670,Franklin,8.7,54477
2983,Virginia,51,6200,Franklin City,59.0,8180
2984,Virginia,51,690,Frederick,5.7,91419
2985,Virginia,51,6300,Fredericksburg City,25.5,27982
2986,Virginia,51,6400,Galax City,7.5,6720
2987,Virginia,51,710,Giles,2.2,16787
2988,Virginia,51,730,Gloucester,8.8,38711
2989,Virginia,51,750,Goochland,14.5,24727
2990,Virginia,51,770,Grayson,6.8,15333
2991,Virginia,51,790,Greene,9.2,20552
2992,Virginia,51,810,Greensville,59.5,11391
2993,Virginia,51,830,Halifax,36.3,34022
2994,Virginia,51,6500,Hampton City,53.6,137148
2995,Virginia,51,850,Hanover,10.3,109979
2996,Virginia,51,6600,Harrisonburg City,10.3,51814
2997,Virginia,51,870,Henrico,31.3,334389
2998,Virginia,51,890,Henry,23.9,50948
2999,Virginia,51,910,Highland,0.9,2232
3000,Virginia,51,6700,Hopewell City,46.4,23033
3001,Virginia,51,930,Isle Of Wight,24.3,38606
3002,Virginia,51,950,James City,14.9,78254
3003,Virginia,51,970,King And Queen,25.9,6608
3004,Virginia,51,990,King George,17.9,26723
3005,Virginia,51,1010,King William,16.6,17810
3006,Virginia,51,1030,Lancaster,28.0,10919
3007,Virginia,51,1050,Lee,4.4,22173
3008,Virginia,51,6780,Lexington City,7.3,7320
3009,Virginia,51,1070,Loudoun,9.0,420959
3010,Virginia,51,1090,Louisa,16.7,37596
3011,Virginia,51,1110,Lunenburg,33.9,11936
3012,Virginia,51,6800,Lynchburg City,29.9,79009
3013,Virginia,51,1130,Madison,10.0,13837
3014,Virginia,51,6830,Manassas City,14.2,42772
3015,Virginia,51,6850,Manassas Park City,14.8,17219
3016,Virginia,51,6900,Martinsville City,48.2,13485
3017,Virginia,51,1150,Mathews,9.0,8533
3018,Virginia,51,1170,Mecklenburg,36.2,30319
3019,Virginia,51,1190,Middlesex,16.1,10625
3020,Virginia,51,1210,Montgomery,5.6,99721
3021,Virginia,51,1230,Nansemond,,
3022,Virginia,51,1250,Nelson,11.8,14775
3023,Virginia,51,1270,New Kent,13.4,22945
3024,Virginia,51,7000,Newport News City,46.4,186247
3025,Virginia,51,7100,Norfolk City,43.6,238005
3026,Virginia,51,1310,Northampton,32.5,12282
3027,Virginia,51,1330,Northumberland,24.3,11839
3028,Virginia,51,7200,Norton City,7.5,3687
3029,Virginia,51,1350,Nottoway,38.9,15642
3030,Virginia,51,1370,Orange,14.5,36254
3031,Virginia,51,1390,Page,2.7,23709
3032,Virginia,51,1410,Patrick,5.7,17608
3033,Virginia,51,7300,Petersburg City,77.2,33458
3034,Virginia,51,1430,Pittsylvania,21.9,60501
3035,Virginia,51,7350,Poquoson City,1.9,12460
3036,Virginia,51,7400,Portsmouth City,56.8,97915
3037,Virginia,51,1450,Powhatan,9.4,30333
3038,Virginia,51,1470,Prince Edward,44.7,21849
3039,Virginia,51,1490,Prince George,32.9,43010
3040,Virginia,51,1530,Prince William,23.2,482204
3041,Virginia,51,1550,Pulaski,6.7,33800
3042,Virginia,51,7500,Radford City,15.6,16070
3043,Virginia,51,1570,Rappahannock,3.8,7348
3044,Virginia,51,1590,Richmond,29.3,8923
3045,Virginia,51,7600,Richmond City,42.9,226610
3046,Virginia,51,1610,Roanoke,7.5,96929
3047,Virginia,51,7700,Roanoke City,30.8,100011
3048,Virginia,51,1630,Rockbridge,3.6,22650
3049,Virginia,51,1650,Rockingham,3.4,83757
3050,Virginia,51,1670,Russell,1.2,25781
3051,Virginia,51,7750,Salem City,9.6,25346
3052,Virginia,51,1690,Scott,1.2,21576
3053,Virginia,51,1710,Shenandoah,3.6,44186
3054,Virginia,51,1730,Smyth,2.1,29800
3055,Virginia,51,1750,Southampton,34.7,17996
3056,Virginia,51,1770,Spotsylvania,19.6,140032
3057,Virginia,51,1790,Stafford,23.0,156927
3058,Virginia,51,7900,Staunton City,14.1,25750
3059,Virginia,51,8000,Suffolk City,44.9,94324
3060,Virginia,51,1810,Surry,43.0,6561
3061,Virginia,51,1830,Sussex,55.1,10829
3062,Virginia,51,1850,Tazewell,3.3,40429
3063,Virginia,51,8100,Virginia Beach City,21.8,459470
3064,Virginia,51,1870,Warren,6.0,40727
3065,Virginia,51,1890,Warwick,,
3066,Virginia,51,1910,Washington,1.9,53935
3067,Virginia,51,8200,Waynesboro City,15.0,22196
3068,Virginia,51,1930,Westmoreland,27.1,18477
3069,Virginia,51,8300,Williamsburg City,39.2,15425
3070,Virginia,51,8400,Winchester City,12.8,28120
3071,Virginia,51,1950,Wise,5.7,36130
3072,Virginia,51,1970,Wythe,3.6,28290
3073,Virginia,51,1990,York,15.6,70045
3074,Washington,53,10,Adams,0.6,20613
3075,Washington,53,30,Asotin,1.4,22285
3076,Washington,53,50,Benton,2.5,206873
3077,Washington,53,70,Chelan,0.9,79074
3078,Washington,53,90,Clallam,1.7,77155
3079,Washington,53,110,Clark,3.9,503311
3080,Washington,53,130,Columbia,1.0,3952
3081,Washington,53,150,Cowlitz,1.7,110730
3082,Washington,53,170,Douglas,0.9,42938
3083,Washington,53,190,Ferry,1.4,7178
3084,Washington,53,210,Franklin,2.8,96749
3085,Washington,53,230,Garfield,1.4,2286
3086,Washington,53,250,Grant,1.6,99123
3087,Washington,53,270,Grays Harbor,2.3,75636
3088,Washington,53,290,Island,4.5,86857
3089,Washington,53,310,Jefferson,1.4,32977
3090,Washington,53,330,King,8.6,2269675
3091,Washington,53,350,Kitsap,4.9,275611
3092,Washington,53,370,Kittitas,1.8,44337
3093,Washington,53,390,Klickitat,0.9,22735
3094,Washington,53,410,Lewis,1.6,82149
3095,Washington,53,430,Lincoln,1.3,10876
3096,Washington,53,450,Mason,2.2,65726
3097,Washington,53,470,Okanogan,1.0,42104
3098,Washington,53,490,Pacific,1.1,23365
3099,Washington,53,510,Pend Oreille,1.1,13401
3100,Washington,53,530,Pierce,10.6,921130
3101,Washington,53,550,San Juan,1.0,17788
3102,Washington,53,570,Skagit,1.5,129523
3103,Washington,53,590,Skamania,1.4,12036
3104,Washington,53,610,Snohomish,5.2,827957
3105,Washington,53,630,Spokane,3.7,539339
3106,Washington,53,650,Stevens,1.0,46445
3107,Washington,53,670,Thurston,5.5,294793
3108,Washington,53,690,Wahkiakum,1.4,4422
3109,Washington,53,710,Walla Walla,2.7,62584
3110,Washington,53,730,Whatcom,2.3,226847
3111,Washington,53,750,Whitman,3.9,47973
3112,Washington,53,770,Yakima,1.6,256728
3113,West Virginia,54,10,Barbour,2.9,15465
3114,West Virginia,54,30,Berkeley,10.7,122076
3115,West Virginia,54,50,Boone,1.2,21809
3116,West Virginia,54,70,Braxton,0.9,12447
3117,West Virginia,54,90,Brooke,2.8,22559
3118,West Virginia,54,110,Cabell,7.0,94350
3119,West Virginia,54,130,Calhoun,0.5,6229
3120,West Virginia,54,150,Clay,0.6,8051
3121,West Virginia,54,170,Doddridge,2.5,7808
3122,West Virginia,54,190,Fayette,5.4,40488
3123,West Virginia,54,210,Gilmer,13.0,7408
3124,West Virginia,54,230,Grant,1.4,10976
3125,West Virginia,54,250,Greenbrier,3.6,32977
3126,West Virginia,54,270,Hampshire,1.7,23093
3127,West Virginia,54,290,Hancock,3.7,29095
3128,West Virginia,54,310,Hardy,3.9,14299
3129,West Virginia,54,330,Harrison,2.9,65921
3130,West Virginia,54,350,Jackson,1.0,27791
3131,West Virginia,54,370,Jefferson,8.3,57701
3132,West Virginia,54,390,Kanawha,9.7,180745
3133,West Virginia,54,410,Lewis,0.9,17033
3134,West Virginia,54,430,Lincoln,0.8,20463
3135,West Virginia,54,450,Logan,2.5,32567
3136,West Virginia,54,490,Marion,4.8,56205
3137,West Virginia,54,510,Marshall,1.5,30591
3138,West Virginia,54,530,Mason,1.5,25453
3139,West Virginia,54,470,McDowell,12.4,19111
3140,West Virginia,54,550,Mercer,7.9,59664
3141,West Virginia,54,570,Mineral,4.3,26938
3142,West Virginia,54,590,Mingo,2.6,23568
3143,West Virginia,54,610,Monongalia,5.7,105822
3144,West Virginia,54,630,Monroe,1.7,12376
3145,West Virginia,54,650,Morgan,1.5,17063
3146,West Virginia,54,670,Nicholas,0.6,24604
3147,West Virginia,54,690,Ohio,5.8,42425
3148,West Virginia,54,710,Pendleton,2.5,6143
3149,West Virginia,54,730,Pleasants,1.7,7653
3150,West Virginia,54,750,Pocahontas,1.2,7869
3151,West Virginia,54,770,Preston,6.5,34216
3152,West Virginia,54,790,Putnam,2.0,57440
3153,West Virginia,54,810,Raleigh,9.3,74591
3154,West Virginia,54,830,Randolph,2.2,27932
3155,West Virginia,54,850,Ritchie,0.4,8444
3156,West Virginia,54,870,Roane,0.8,14028
3157,West Virginia,54,890,Summers,4.4,11959
3158,West Virginia,54,910,Taylor,1.5,16705
3159,West Virginia,54,930,Tucker,0.8,6762
3160,West Virginia,54,950,Tyler,0.9,8313
3161,West Virginia,54,970,Upshur,1.6,23816
3162,West Virginia,54,990,Wayne,1.0,38982
3163,West Virginia,54,1010,Webster,0.5,8378
3164,West Virginia,54,1030,Wetzel,0.9,14442
3165,West Virginia,54,1050,Wirt,0.7,5194
3166,West Virginia,54,1070,Wood,2.5,84296
3167,West Virginia,54,1090,Wyoming,1.1,21382
3168,Wisconsin,55,10,Adams,3.6,20654
3169,Wisconsin,55,30,Ashland,1.4,16027
3170,Wisconsin,55,50,Barron,2.3,46711
3171,Wisconsin,55,70,Bayfield,0.8,16220
3172,Wisconsin,55,90,Brown,4.5,268740
3173,Wisconsin,55,110,Buffalo,0.8,13317
3174,Wisconsin,55,130,Burnett,1.0,16526
3175,Wisconsin,55,150,Calumet,1.5,52442
3176,Wisconsin,55,170,Chippewa,2.2,66297
3177,Wisconsin,55,190,Clark,0.8,34659
3178,Wisconsin,55,210,Columbia,2.3,58490
3179,Wisconsin,55,230,Crawford,2.2,16113
3180,Wisconsin,55,250,Dane,7.2,561504
3181,Wisconsin,55,270,Dodge,3.8,89396
3182,Wisconsin,55,290,Door,1.2,30066
3183,Wisconsin,55,310,Douglas,2.4,44295
3184,Wisconsin,55,330,Dunn,1.7,45440
3185,Wisconsin,55,350,Eau Claire,2.3,105710
3186,Wisconsin,55,370,Florence,0.4,4558
3187,Wisconsin,55,390,Fond du Lac,3.4,104154
3188,Wisconsin,55,410,Forest,1.1,9179
3189,Wisconsin,55,430,Grant,1.8,51938
3190,Wisconsin,55,450,Green,1.2,37093
3191,Wisconsin,55,470,Green Lake,1.3,19018
3192,Wisconsin,55,490,Iowa,1.1,23709
3193,Wisconsin,55,510,Iron,0.6,6137
3194,Wisconsin,55,530,Jackson,2.7,21145
3195,Wisconsin,55,550,Jefferson,1.8,84900
3196,Wisconsin,55,570,Juneau,2.7,26718
3197,Wisconsin,55,590,Kenosha,9.2,169151
3198,Wisconsin,55,610,Kewaunee,0.7,20563
3199,Wisconsin,55,630,La Crosse,3.0,120784
3200,Wisconsin,55,650,Lafayette,0.6,16611
3201,Wisconsin,55,670,Langlade,1.1,19491
3202,Wisconsin,55,690,Lincoln,1.1,28415
3203,Wisconsin,55,710,Manitowoc,2.0,81359
3204,Wisconsin,55,730,Marathon,1.7,138013
3205,Wisconsin,55,750,Marinette,1.0,41872
3206,Wisconsin,55,770,Marquette,0.9,15592
3207,Wisconsin,55,780,Menominee,0.7,4255
3208,Wisconsin,55,790,Milwaukee,28.7,939489
3209,Wisconsin,55,810,Monroe,2.2,46274
3210,Wisconsin,55,830,Oconto,0.6,38965
3211,Wisconsin,55,850,Oneida,0.9,37845
3212,Wisconsin,55,870,Outagamie,2.6,190705
3213,Wisconsin,55,890,Ozaukee,2.4,91503
3214,Wisconsin,55,910,Pepin,0.6,7318
3215,Wisconsin,55,930,Pierce,1.9,42212
3216,Wisconsin,55,950,Polk,1.0,44977
3217,Wisconsin,55,970,Portage,2.1,70377
3218,Wisconsin,55,990,Price,0.5,14054
3219,Wisconsin,55,1010,Racine,14.2,197727
3220,Wisconsin,55,1030,Richland,1.2,17304
3221,Wisconsin,55,1050,Rock,7.1,163687
3222,Wisconsin,55,1070,Rusk,0.7,14188
3223,Wisconsin,55,1110,Sauk,1.7,65763
3224,Wisconsin,55,1130,Sawyer,1.2,18074
3225,Wisconsin,55,1150,Shawano,0.9,40881
3226,Wisconsin,55,1170,Sheboygan,3.1,118034
3227,Wisconsin,55,1090,St Croix,1.5,93536
3228,Wisconsin,55,1190,Taylor,0.7,19913
3229,Wisconsin,55,1210,Trempealeau,0.8,30760
3230,Wisconsin,55,1230,Vernon,0.8,30714
3231,Wisconsin,55,1250,Vilas,0.8,23047
3232,Wisconsin,55,1270,Walworth,1.8,106478
3233,Wisconsin,55,1290,Washburn,0.7,16623
3234,Wisconsin,55,1310,Washington,2.0,136761
3235,Wisconsin,55,1330,Waukesha,2.5,406978
3236,Wisconsin,55,1350,Waupaca,0.9,51812
3237,Wisconsin,55,1370,Waushara,2.0,24520
3238,Wisconsin,55,1390,Winnebago,4.1,171730
3239,Wisconsin,55,1410,Wood,1.6,74207
3240,Wyoming,56,10,Albany,2.0,37066
3241,Wyoming,56,30,Big Horn,0.5,11521
3242,Wyoming,56,50,Campbell,1.1,47026
3243,Wyoming,56,70,Carbon,1.5,14537
3244,Wyoming,56,90,Converse,0.8,13751
3245,Wyoming,56,110,Crook,0.4,7181
3246,Wyoming,56,130,Fremont,1.1,39234
3247,Wyoming,56,150,Goshen,1.0,12498
3248,Wyoming,56,170,Hot Springs,1.5,4621
3249,Wyoming,56,190,Johnson,0.7,8447
3250,Wyoming,56,210,Laramie,3.9,100512
3251,Wyoming,56,230,Lincoln,0.5,19581
3252,Wyoming,56,250,Natrona,2.1,79955
3253,Wyoming,56,270,Niobrara,0.9,2467
3254,Wyoming,56,290,Park,0.7,29624
3255,Wyoming,56,310,Platte,0.6,8605
3256,Wyoming,56,330,Sheridan,0.9,30921
3257,Wyoming,56,350,Sublette,0.5,8728
3258,Wyoming,56,370,Sweetwater,1.6,42272
3259,Wyoming,56,390,Teton,0.5,23331
3260,Wyoming,56,410,Uinta,0.8,20450
3261,Wyoming,56,430,Washakie,0.7,7685
3262,Wyoming,56,450,Weston,1.0,6838
3263,Wyoming,56,470,Yellowstone National Park,,
